City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,okha,53.5739,142.9478,38.95,94,99,8.32,RU,1635354511
368,husavik,66.0449,-17.3389,40.14,98,100,15.37,IS,1635354674
369,olafsvik,64.8945,-23.7142,40.17,96,100,21.36,IS,1635354675
370,ushibuka,32.1906,130.0228,64.87,58,0,9.4,JP,1635354675
371,bonthe,7.5264,-12.505,82.78,72,54,10.4,SL,1635354675
372,bambanglipuro,-7.95,110.2833,77.38,87,100,4.61,ID,1635354552
373,kloulklubed,7.0419,134.2556,84.15,73,61,11.14,PW,1635354676
374,poplar bluff,36.757,-90.3929,63.63,59,1,10.36,US,1635354676
375,kunda,25.7167,81.5167,69.28,51,0,5.08,IN,1635354676
376,moose factory,51.2585,-80.6094,46.45,62,55,2.86,CA,1635354624
377,ranong,9.9658,98.6348,77.67,89,42,4.88,TH,1635354676
378,baykit,61.67,96.37,21.4,85,100,16.08,RU,1635354677
379,kapit,2.0167,112.9333,73.47,99,51,0.54,MY,1635354677
380,mamallapuram,12.6264,80.1722,82.45,77,51,11.7,IN,1635354677
381,bullhead city,35.1478,-114.5683,75.27,28,1,13.8,US,1635354677
382,esparta,15.7437,-87.1766,89.55,60,59,6.42,HN,1635354678
383,aswan,24.0934,32.907,88.41,22,0,11.03,EG,1635354678
384,luwuk,-0.9516,122.7875,78.44,87,29,1.25,ID,1635354678
385,pochutla,15.7432,-96.4661,91.22,57,56,5.44,MX,1635354679
386,mfou,3.7159,11.6427,71.38,95,87,3.51,CM,1635354679
387,shaoyang,27.2315,111.4525,59.27,85,98,3.33,CN,1635354679
388,alofi,-19.0595,-169.9187,75.87,71,61,19.53,NU,1635354552
389,toora-khem,52.4675,96.11,35.04,87,100,2.93,RU,1635354537
390,severo-kurilsk,50.6789,156.125,42.76,93,100,4.88,RU,1635354679
391,te anau,-45.4167,167.7167,48.76,96,82,1.77,NZ,1635354680
392,yerbogachen,61.2767,108.0108,24.44,73,100,17.2,RU,1635354680
393,seoul,37.5683,126.9778,53.04,49,0,2.64,KR,1635354680
394,yacuiba,-22.038,-63.6797,96.42,15,76,11.43,BO,1635354680
395,aksu,41.1231,80.2644,51.4,37,9,1.61,CN,1635354525
396,maputo,-25.9653,32.5892,71.28,84,75,1.01,MZ,1635354611
397,orel-izumrud,43.4583,39.9244,48.22,81,0,4.47,RU,1635354681
398,luderitz,-26.6481,15.1594,67.14,61,100,6.29,NA,1635354531
399,camacha,33.0833,-16.3333,70.56,73,40,10.36,PT,1635354681
400,atambua,-9.1061,124.8925,76.6,83,99,2.44,ID,1635354681
401,murray bridge,-35.1167,139.2667,60.69,91,33,9.75,AU,1635354682
402,doaba,33.4244,70.7364,64.36,40,0,3.56,PK,1635354682
403,the valley,18.217,-63.0578,86.83,62,20,11.5,AI,1635354610
404,touros,-5.1989,-35.4608,88.7,58,34,18.14,BR,1635354682
405,liaocheng,36.4439,115.9647,57.72,45,100,0.85,CN,1635354683
406,moerai,-22.4333,-151.3333,74.05,78,98,22.68,PF,1635354683
407,canalete,8.6761,-76.2042,82.53,80,100,9.78,CO,1635354683
408,almeirim,-1.5233,-52.5817,90.21,50,95,5.66,BR,1635354684
409,plavinas,56.6178,25.7255,49.17,94,100,14.43,LV,1635354684
410,constantine,36.365,6.6147,60.51,60,91,6.44,DZ,1635354684
411,guiren,33.6697,118.1889,57.36,69,97,5.99,CN,1635354684
412,tecolutla,20.4833,-97.0167,89.46,71,17,5.41,MX,1635354685
413,vestmanna,62.1564,-7.1664,47.32,87,75,11.5,FO,1635354685
414,la rioja,42.25,-2.5,58.78,55,12,2.44,ES,1635354685
415,merida,20.9667,-89.6167,88.02,66,75,13.8,MX,1635354685
416,tarauaca,-8.1614,-70.7656,91.45,47,98,2.44,BR,1635354686
417,gorin,51.1983,136.6669,37.62,85,100,5.57,RU,1635354686
418,adre,13.4667,22.2,84.61,25,8,2.59,TD,1635354685
419,moyale,3.5167,39.0584,74.71,54,78,8.25,KE,1635354686
420,novikovo,51.1537,37.8879,40.1,61,4,8.3,RU,1635354686
421,phangnga,8.4509,98.5298,84.9,94,98,3.91,TH,1635354687
422,avallon,47.4833,3.9,51.82,70,6,5.7,FR,1635354687
423,belmonte,-15.8631,-38.8828,82.9,65,34,10.58,BR,1635354687
424,preston,53.7667,-2.7167,63.73,92,100,1.99,GB,1635354688
425,teshie,5.5836,-0.1072,81.95,73,40,10.42,GH,1635354688
426,khuzhir,53.1939,107.3397,43.39,71,89,5.48,RU,1635354688
427,karibib,-21.9333,15.8333,81.79,19,70,5.61,NA,1635354688
428,bilma,18.6853,12.9164,88.74,12,0,5.61,NE,1635354689
429,chenghai,23.4632,116.768,73.11,78,74,10.63,CN,1635354689
430,mao,39.8885,4.2658,64.96,68,20,10.36,ES,1635354689
431,vredendal,-31.6683,18.5012,73.18,41,100,3.33,ZA,1635354690
432,poli,-3.3333,36.8,64.53,73,93,5.68,TZ,1635354690
433,kaitangata,-46.2817,169.8464,47.97,95,47,1.23,NZ,1635354690
434,churapcha,62.0025,132.4325,7.5,100,88,4.23,RU,1635354690
435,praia,14.9215,-23.5087,86.54,62,75,17.27,CV,1635354487
436,shellbrook,53.2168,-106.4011,38.43,46,0,4.27,CA,1635354691
437,havre-saint-pierre,50.2334,-63.5986,44.96,65,40,5.75,CA,1635354534
438,wilmington,34.2257,-77.9447,67.86,51,1,11.5,US,1635354457
439,newton,42.337,-71.2092,50.11,93,90,5.01,US,1635354540
440,kayes,14,-11,91.53,45,26,8.88,ML,1635354691
441,zhangye,38.9342,100.4517,42.96,48,15,4.56,CN,1635354692
442,la ronge,55.1001,-105.2842,43.05,81,2,6.06,CA,1635354692
443,kilrush,52.6397,-9.4833,59.88,91,100,8.25,IE,1635354692
444,poum,-20.2333,164.0167,74.79,84,13,12.73,NC,1635354692
445,acapulco,16.8634,-99.8901,84.02,74,1,6.91,MX,1635354622
446,pitimbu,-7.4706,-34.8086,88.39,63,23,14.2,BR,1635354693
447,baherden,38.4362,57.4316,49.71,67,70,8.01,TM,1635354693
448,baracoa,20.3467,-74.4958,86.88,63,13,3.09,CU,1635354693
449,muscat,23.6139,58.5922,84.22,69,2,14.72,OM,1635354694
450,eregli,37.5133,34.0467,57.69,38,56,3.44,TR,1635354694
451,ocos,14.5094,-92.1933,91.9,77,34,5.57,GT,1635354694
452,noyabrsk,63.1994,75.4507,14.77,95,78,8.7,RU,1635354694
453,araouane,18.9048,-3.5265,97.18,12,52,2.64,ML,1635354695
454,palmas bellas,9.2319,-80.0867,87.71,84,100,4.25,PA,1635354695
455,kokopo,-4.352,152.2633,77.58,86,12,7.94,PG,1635354695
456,yumen,40.2833,97.2,43.21,43,64,10.94,CN,1635354695
457,kushima,31.4583,131.2333,56.12,80,0,4.88,JP,1635354696
458,chodavaram,17.8333,82.95,75.29,83,0,3.09,IN,1635354696
459,adilcevaz,38.8039,42.7342,44.31,42,1,0.63,TR,1635354696
460,buta,2.7858,24.73,74.55,88,51,2.98,CD,1635354697
461,harlingen,26.1906,-97.6961,89.55,46,75,25.32,US,1635354697
462,dicabisagan,17.0818,122.4157,76.98,87,64,7,PH,1635354583
463,hermiston,45.8404,-119.2895,58.46,60,1,10.36,US,1635354475
464,mayo,38.8876,-76.5119,70.36,65,1,13,US,1635354697
465,helong,42.5397,128.9972,42.3,57,1,11.39,CN,1635354697
466,levokumskoye,44.8219,44.6606,40.82,68,0,8.3,RU,1635354698
467,charyshskoye,51.3978,83.5598,31.66,98,100,1.95,RU,1635354698
468,kruisfontein,-34.0033,24.7314,65.88,77,100,18.72,ZA,1635354498
469,russell,32.3502,-85.1999,70,51,1,0,US,1635354698
470,rio rancho,35.2334,-106.6645,54.14,37,1,15.01,US,1635354532
471,soyaux,45.65,0.2,63.19,59,0,2.3,FR,1635354699
472,tashla,51.7716,52.7427,38.98,49,91,13.09,RU,1635354699
473,inta,66.0317,60.1659,21.51,75,100,13.15,RU,1635354699
474,tarko-sale,64.9225,77.785,9.41,95,38,9.6,RU,1635354699
475,tarakan,3.3,117.6333,81.27,76,69,2.39,ID,1635354700
476,chicama,-7.8447,-79.1469,63.14,58,36,10.38,PE,1635354700
477,tucuma,-0.1833,-50.05,89.55,52,76,7.49,BR,1635354700
478,guiratinga,-16.3494,-53.7583,90.1,43,100,5.48,BR,1635354700
479,jawhar,2.7809,45.5005,80.11,72,83,12.53,SO,1635354701
480,diamantino,-14.4086,-56.4461,91.36,48,97,5.32,BR,1635354701
481,komsomolskiy,40.4272,71.7189,54.32,47,100,6.91,UZ,1635354701
482,mindelo,16.8901,-24.9804,81.95,65,40,17.27,CV,1635354702
483,moscow,55.7522,37.6156,43.38,74,100,11.25,RU,1635354526
484,kazanskaya,45.4106,40.4361,44.67,60,0,6.49,RU,1635354702
485,nioro,13.35,-15.75,90.95,50,78,3.11,GM,1635354702
486,belaya gora,68.5333,146.4167,-2.25,95,99,2.04,RU,1635354703
487,saint-michel-des-saints,46.6834,-73.9159,47.93,49,100,8.61,CA,1635354485
488,manta,-0.95,-80.7333,78.58,78,90,9.22,EC,1635354703
489,qasigiannguit,68.8193,-51.1922,16.05,76,100,2.82,GL,1635354703
490,hambantota,6.1241,81.1185,78.58,82,95,11.81,LK,1635354498
491,bud,39.447,-86.1758,56.21,62,25,6.29,US,1635354703
492,trujillo,-8.116,-79.03,64.36,77,75,13.8,PE,1635354704
493,seydisehir,37.4193,31.8453,52.84,56,80,1.77,TR,1635354704
494,san agustin,20.5333,-103.4667,73.33,62,40,0,MX,1635354704
495,leeton,-34.5667,146.4,58.89,28,89,8.52,AU,1635354704
496,ostrovnoy,68.0531,39.5131,27.68,71,88,10.27,RU,1635354705
497,talcahuano,-36.7167,-73.1167,65.88,63,0,16.11,CL,1635354705
498,saint-pierre,-21.3393,55.4781,73.08,80,90,4.61,RE,1635354705
499,colac,-38.3333,143.5833,57.16,91,18,3.49,AU,1635354705
500,haines junction,60.7522,-137.5108,25.25,92,100,0.94,CA,1635354706
501,honningsvag,70.9821,25.9704,24.33,58,27,25.19,NO,1635354706
502,santiago del estero,-27.7951,-64.2615,92.8,11,87,17.34,AR,1635354706
503,ostashkov,57.1467,33.1075,42.15,85,100,9.53,RU,1635354707
504,barsukovskaya,44.7632,41.8191,35.74,65,0,7.31,RU,1635354707
505,mnogovershinnyy,53.9353,139.9242,34.43,98,100,6.08,RU,1635354707
506,chimore,-16.9833,-65.1333,100.44,19,50,3.36,BO,1635354671
507,sinnamary,5.3833,-52.95,85.28,65,12,10.74,GF,1635354707
508,ust-kuyga,70.0167,135.6,10.09,94,100,4.88,RU,1635354708
509,faanui,-16.4833,-151.75,79.07,78,73,6.29,PF,1635354544
510,elko,41.0002,-115.5012,50.05,71,59,18.01,US,1635354708
511,glendive,47.1053,-104.7125,55.02,57,1,14.97,US,1635354708
512,borne,52.3,6.75,58.01,84,86,7,NL,1635354708
513,namibe,-15.1961,12.1522,68.7,73,46,13,AO,1635354505
514,harindanga,22.0383,88.3214,80.58,75,44,6.38,IN,1635354709
515,waipawa,-41.4122,175.5153,54.45,86,100,3.49,NZ,1635354709
516,boke,10.9409,-14.2967,83.86,75,75,5.55,GN,1635354709
517,vegreville,53.5001,-112.0518,42.76,49,0,10.94,CA,1635354709
518,kitale,1.0157,35.0062,57.94,80,82,1.36,KE,1635354710
519,yangjiang,21.85,111.9667,71.83,80,99,6.33,CN,1635354654
520,barra patuca,15.8,-84.2833,86.95,63,100,8.03,HN,1635354710
521,svetlyy,54.675,20.1347,53.65,85,100,19.48,RU,1635354710
522,oxapampa,-10.5775,-75.4017,66.36,87,74,2.95,PE,1635354711
523,matara,5.9485,80.5353,76.82,89,86,7.85,LK,1635354431
524,kununurra,-15.7667,128.7333,80.58,89,75,1.14,AU,1635354570
525,ketchikan,55.3422,-131.6461,45.39,82,100,15.75,US,1635354711
526,chernyy yar,48.0624,46.1091,39.92,53,9,7.94,RU,1635354711
527,palauig,15.435,119.9045,80.44,76,81,3.74,PH,1635354517
528,ornskoldsvik,63.2909,18.7153,38.35,100,0,6.91,SE,1635354712
529,raahe,64.6833,24.4833,37,91,100,9.82,FI,1635354712
530,ankazoabo,-22.2833,44.5167,76.23,58,0,13.76,MG,1635354712
531,teguise,29.0605,-13.564,71.82,50,20,16.11,ES,1635354712
532,yarada,17.65,83.2667,81.54,76,0,11.03,IN,1635354713
533,batagay-alyta,67.8006,130.4114,-1.3,91,24,4.52,RU,1635354713
534,cartagena,10.3997,-75.5144,87.42,70,75,11.5,CO,1635354511
535,dauriya,49.9333,116.8667,28.74,80,26,3.8,RU,1635354713
536,tazmalt,36.3868,4.3989,65.48,64,100,4.14,DZ,1635354713
537,usinsk,65.9939,57.5281,21.54,86,100,12.21,RU,1635354714
538,sola,-13.8833,167.55,80.62,78,96,16.6,VU,1635354714
539,kangavar,34.5043,47.9653,53.89,42,27,3.76,IR,1635354714
540,lebedinyy,58.5167,125.5167,19.94,75,99,15.32,RU,1635354715
541,plattsburgh,44.6995,-73.4529,53.37,64,75,4,US,1635354715
542,iranshahr,27.2025,60.6848,77.14,46,99,0.83,IR,1635354715
543,korla,41.7597,86.1469,50.45,40,100,2.84,CN,1635354715
544,tongliao,43.6125,122.2653,44.42,44,0,4.74,CN,1635354716
545,diego de almagro,-26.3667,-70.05,83.03,11,0,13.02,CL,1635354716
546,imeni poliny osipenko,52.4201,136.4853,33.42,88,87,5.08,RU,1635354716
547,kuytun,54.3419,101.5036,35.55,57,100,7.74,RU,1635354717
548,moctezuma,29.8,-109.6667,71.06,28,0,2.95,MX,1635354717
549,cidreira,-30.1811,-50.2056,75.63,53,3,8.79,BR,1635354717
550,claye-souilly,48.9449,2.6857,59.63,77,0,4.61,FR,1635354717
551,carupano,10.6678,-63.2585,76.08,91,100,6.51,VE,1635354718
552,shubarshi,48.5872,57.1869,36.52,34,3,5.32,KZ,1635354718
553,san luis,-33.295,-66.3356,90.19,12,94,20.85,AR,1635354718
554,flin flon,54.7682,-101.865,43.18,90,100,0.29,CA,1635354592
555,guaruja,-23.9931,-46.2564,83.8,26,99,1.01,BR,1635354719
